t,x1,y1,z1,torso1,torso2,armL1,armL2,armL3,armL4,armL5,armL6,armL7
22.4000346660614,0.11931532633809558,-0.25558285134369385,0.1909372489091537,-0.6394096911790141,0.045929781634376,-1.2373261365721602,1.2213080821150089,-0.21294146054651786,-1.8783201665082345,0.0038910381422718426,-0.03434139834067626,-0.13593660503779956
38.599947452545166,0.1072570649472342,-0.30832371498738065,0.4839842999139405,-0.6581218599462377,0.04101001762622891,-1.2806398118648934,1.7243308037238092,0.3858393113627101,-1.8993107761144647,-0.004501754243447596,0.06341885638665615,-0.1275372080125766
56.30044460296631,0.09707400009034918,0.053661457555518405,0.19083468559693062,-0.045529508518083794,-0.0941595757122915,-0.9168609506960085,1.0143804681070463,-0.500489994187651,-2.141880116840814,0.010501536600066221,-0.11157221774142542,-0.29545969867008115
74.09981775283813,0.1453110011707308,0.022198725637410377,0.49987650592312605,-0.07764099946748892,-0.1074491223943399,-0.9416082267734805,1.8933691568596613,0.35321729243233735,-2.217040381757248,-0.024090688904747224,0.05268508148689102,-0.2659854509270271
90.59995079040527,0.0677602454602079,0.31275381420461523,-0.06704435817289456,0.27315979385512,0.19112058383875574,-0.4368720970661105,0.8468292043884694,-0.6769984522837047,-1.5074592188010472,0.008000189177820496,-0.13622499342584535,-0.08274769608327234
106.99980854988098,0.07309409068141196,0.32077475525347204,0.18595427653715896,0.3767092494653559,-0.032341108698492604,-0.43413870477376026,1.1838807593732124,-0.41574043187094656,-2.1060405732078507,0.011920468828860522,-0.05484901705160969,-0.18218783021564908
125.69988203048706,0.1149191861822152,0.35449117484928233,0.4912509004369455,0.32299835028452817,-0.04680990311122768,-0.39462904348032446,1.924280775101167,0.3350693409736576,-2.1241108668891435,-0.027080033965139392,0.05840103478717232,-0.22449024796086156
142.89968705177307,0.3998659145367085,-0.2676629714432405,0.21239868368758114,-0.6463293826393666,0.1798697934976068,-0.9859997577036134,1.4353590507812586,0.0021600366967535756,-1.4807890453276704,0.000571887212484214,0.0021796162573050268,-0.06106198012724282
158.1999111175537,0.39656940323941436,-0.30262546028123605,0.5052693033854856,-0.7205793258319901,0.06832877735148335,-0.9619097358786687,1.747181756604131,0.3421208589079696,-1.3831387045848478,0.003782700749127312,0.07022564046943405,-0.029362437587895897
175.89984369277954,0.38820900733380476,0.04120350194612754,-0.05672200677923739,-0.3593685553875918,0.36419963613589257,-0.7975910056536534,1.1292294482243823,-0.2990792754762588,-1.3698783994115689,0.00020948425134600555,-0.06215758329433594,-0.044066836535947985
192.39974641799927,0.39272409962606125,0.0347748646613833,0.20987720571460233,-0.26370951345504334,0.07272890536773424,-0.7920477480898854,1.3328501225969875,-0.1432805167546536,-1.6748002242134994,-0.0023608923063549764,-0.03495226357887424,-0.12834442279162425
210.0999391078949,0.4118934351376652,0.0143554733074511,0.5031373569635564,-0.31633943554940736,-0.014020584401175817,-0.775759003548477,1.7392709369451735,0.25356990045128613,-1.6251989554372173,-0.0049303101260634065,0.051288818085295416,-0.10698595607034353
226.59983205795288,0.3798993253859495,0.31430281841727337,-0.056317805759187156,-0.11247003325643234,0.3637006130108338,-0.5785506918125575,1.1512681340567694,-0.27590945441323855,-1.2428782125065319,0.00023153522517202106,-0.05932142325984511,-0.02286108612421687
244.39978551864624,0.3834626715541158,0.317399619855606,0.20814549081139672,-0.009899449136466565,0.0707093237866836,-0.5555581605790972,1.3383303416239565,-0.11749909340025821,-1.5486907049034284,-0.0019505524455954199,-0.030458040754988897,-0.10897126809448707
262.49963188171387,0.4076279246430278,0.3182748633734677,0.5000672283454897,-0.07040971815959685,-0.013109783308368872,-0.5328890893787205,1.729299480525934,0.24297968058692065,-1.5032887085339832,-0.005320516488981606,0.05028525376539874,-0.0912343595710948
278.9998264312744,0.6888260107565256,0.0025297226617823354,0.23510141383006322,-0.5689098516437743,0.3658807832056161,-0.6730289237760908,1.6279986187272042,0.21366818394440346,-0.9831282869558641,0.004091414382689309,0.051397901163545166,0.054173383735682944
295.4996545314789,0.692744445665279,-0.02625333604634053,0.5318185826602162,-0.7220303757835307,0.23337983706902055,-0.5913681831554768,1.85014125531372,0.5560498195865011,-0.7698388045182821,0.016521452454524934,0.12090563862421924,0.11238011428969377
313.4997982978821,0.6942072405566936,0.29203749370459076,0.23583660872869933,-0.4024489677083718,0.4293099300466947,-0.5129906135415917,1.6534083161503836,0.2495594994289574,-0.8253506930178863,0.00519971550193651,0.05890281694712077,0.0813568868354945
